product_id,name,category,image_url,shopee_url,tiktok_url,amazon_url,active,sort_order,shop_id,item_id,source_image_url,local_image
am_nu_1105800045_27284898181_016,Chính Hãng Hàn Quốc Đầm Skinny Đầm Sling Đầm Chữ A Đầm Một Mảnh Đầm Đầm Đầm Đầm Sling Đầm Nữ Mùa Hè Bán Chạy Phong Cách Với Miếng Lót Ngực Váy Hông Gợi Cảm Cô Gái Nóng Váy Nhỏ Độc Đáo,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_016_1105800045_27284898181.png,https://s.shopee.vn/6pyQznkdSn,,,True,16,1105800045,27284898181,https://down-vn.img.susercontent.com/file/sg-11134201-7rd3y-m7dmw74w89t5eb,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/016_016_1105800045_27284898181_tach_nen.png
am_nu_1603579797_50012066424_017,Lovito Đầm Thường Ngày Đầm Dự Tiệc Đầm Đi Làm Đầm Đi Học Đầm Nghỉ Lễ Đầm Hẹn Hò Đầm Du Lịch Đầm Buộc Dây Đầm Xuân Hè Cho Nữ L164LD136,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_017_1603579797_50012066424.png,https://s.shopee.vn/70HrC6k07q,,,True,17,1603579797,50012066424,https://down-vn.img.susercontent.com/file/sg-11134201-82287-mhkds927nj7ld7,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/017_017_1603579797_50012066424_tach_nen.png
am_nu_446089250_49702582625_018,Lovito Boho Đầm Thường Ngày Đầm Dự Tiệc Đầm Đi Làm Đầm Đi Học Đầm Nghỉ Lễ Đầm Hẹn Hò Đầm Du Lịch Đầm Buộc Dây Đầm Xuân Hè Cho Nữ L164LD136,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_018_446089250_49702582625.png,https://s.shopee.vn/7AbHOPjMmt,,,True,18,446089250,49702582625,https://down-vn.img.susercontent.com/file/sg-11134201-822wp-mi49va7dxnup46,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/018_018_446089250_49702582625_tach_nen.png
am_nu_154843682_51061163838_019,3010 Sọc Đầm Nữ Dệt Kim Đầm Vest Đầm Không Tay Đầm Rời Đầm Sọc Dài Đầm Chia Đầm Cổ Tròn Đầm Sọc Đầm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_019_154843682_51061163838.png,https://s.shopee.vn/60PK0Gno9g,,,True,19,154843682,51061163838,https://down-vn.img.susercontent.com/file/sg-11134201-823pi-moojrtyx6vwud2,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/019_019_154843682_51061163838_tach_nen.png
am_nu_1618799644_40131145697_020,Gợi Cảm Gợi Cảm Đầm Rỗng Đầm Cô Gái Nóng Váy Dài Đẹp Lưng Ôm Hơn Nhìn Đầm Gợi Cảm Ngày Lễ Đầm Dây Dài Đầm Sang Trọng Đầm Hông Đầm Ngắn Mùa Hè Phong Cách Hàn Quốc Đầm Cô Gái Nóng Đầm Đầm Sling Đầm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_020_1618799644_40131145697.png,https://s.shopee.vn/6AikCZnAoj,,,True,20,1618799644,40131145697,https://down-vn.img.susercontent.com/file/sg-11134201-823qa-mom05qj5w2z169,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/020_020_1618799644_40131145697_tach_nen.png
am_nu_1309722341_56657588631_021,[Sẵn Sàng] Đầm Skinny Dài Dây Đầm Mùa Hè Đầm Phong Cách Mới Đầm Phong Cách Hàn Quốc Đầm Phong Cách Lười Đầm Thường Ngày Hot Girl Đầm Slim-fit Đầm Ôm Hơn Váy Gợi Cảm Phong Cách Desire Nguyên Chất Đầm Sang Trọng Đầm Dây Đầm Sọc Váy nữ,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_021_1309722341_56657588631.png,https://s.shopee.vn/8AToaFj8OA,,,True,21,1309722341,56657588631,https://down-vn.img.susercontent.com/file/sg-11134201-8261m-mm6wjobpfguc84,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/021_021_1309722341_56657588631_tach_nen.png
am_nu_1309722341_55411471287_022,[Sẵn Sàng] Đầm Đi Biển Nữ Du Lịch Mặc Thiết Kế Đầm Rời Đầm Phù Hợp Với Đầm Thời Trang Thiết Kế Đầm Ren Khâu Thiết Kế Đầm Niche Đầm Ren Đầm Ren Đầm Dài Đầm Trắng Nhỏ Đầm Bên Biển,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_022_1309722341_55411471287.png,https://s.shopee.vn/80AONwjlj9,,,True,22,1309722341,55411471287,https://down-vn.img.susercontent.com/file/sg-11134201-823od-moxmn6v7x7ny1c,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/022_022_1309722341_55411471287_tach_nen.png
am_nu_1618799644_55261036306_023,Đầm ren Đầm ren rỗng Đầm sang trọng Váy ngắn mùa hè Váy ngắn phong cách Hàn Quốc Đầm lưng đẹp Váy hông Đầm cổ chữ V Đầm gợi cảm Đầm đeo chéo gợi cảm Đầm hông Đầm sang trọng Đầm dáng ôm hơn,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_023_1618799644_55261036306.png,https://s.shopee.vn/9AMLm5fKMO,,,True,23,1618799644,55261036306,https://down-vn.img.susercontent.com/file/sg-11134201-823rc-molzuf7idr0g78,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/023_023_1618799644_55261036306_tach_nen.png
am_nu_1495329831_48011056443_024,Đầm dáng ôm hơn Đầm lưng đẹp Đầm Hàn Quốc Tính khí Đầm cô gái nóng bỏng Đầm Sling Đầm Tính khí Đầm rỗng Váy nghỉ mát Cô gái nóng bỏng Váy dài hông Váy ngắn mùa hè đại dương dài Váy ngắn hông Đầm dây Đầm gợi cảm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_024_1495329831_48011056443.png,https://s.shopee.vn/902vZmfxhN,,,True,24,1495329831,48011056443,https://down-vn.img.susercontent.com/file/sg-11134201-823p3-molzuf4h1u6l17,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/024_024_1495329831_48011056443_tach_nen.png
am_nu_446089250_47402151072_025,Lovito Đầm Thường Ngày Đầm Dự Tiệc Đầm Đi Học Đầm Nghỉ Lễ Đầm Hẹn Hò Đầm Du Lịch Đầm Có Khóa Kéo Đầm Trắng Mùa Xuân/hè Dành Cho Nữ L170LD007,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_025_446089250_47402151072.png,https://s.shopee.vn/8pjVNTgb2M,,,True,25,446089250,47402151072,https://down-vn.img.susercontent.com/file/sg-11134201-824hj-mplutibxktmqdc,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/025_025_446089250_47402151072_tach_nen.png
am_nu_1701408929_54760725782_026,ZYHT Váy nữ  Đầm Hàn Quốc Đầm ngày lễ Đầm dạ hội Đầm dự tiệc Đầm sang trọng Đầm thời trang Đầm dự tiệc Đầm cưới 21378,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_026_1701408929_54760725782.png,https://s.shopee.vn/8fQ5BAhENL,,,True,26,1701408929,54760725782,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-modr6kodq9l87e,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/026_026_1701408929_54760725782_tach_nen.png
am_nu_1701408929_52410769176_027,ZYHT Váy nữ  Đầm Hàn Quốc Đầm ngày lễ Đầm dạ hội Đầm dự tiệc Đầm sang trọng Đầm thời trang Đầm dự tiệc Đầm cưới 10406,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_027_1701408929_52410769176.png,https://s.shopee.vn/9pc2ZJcn0a,,,True,27,1701408929,52410769176,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mof0t13efea114,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/027_027_1701408929_52410769176_tach_nen.png
am_nu_301240043_51909006215_028,Đầm Đầm Dài Đầm Pháp Đầm Đen Áo Sơ Mi Đầm Đen Đầm Đi Biển Đầm Mùa Hè Đầm Nữ,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_028_301240043_51909006215.png,https://s.shopee.vn/9fIcN0dQLZ,,,True,28,301240043,51909006215,https://down-vn.img.susercontent.com/file/sg-11134201-7rbk0-lkzgsxfp52cx82,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/028_028_301240043_51909006215_tach_nen.png
am_nu_1618799644_53511040238_029,Đầm Kỳ Nghỉ Cô Gái Nóng Đầm Hàn Quốc Đầm Sling Gợi Cảm Đầm Hông Mùa Hè Váy Ngắn Đẹp Lưng Đầm Gợi Cảm Đầm Sling Sang Trọng Đầm Ôm Hơn Nhìn Đầm Sang Trọng Đầm Dây Đầm Dài,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_029_1618799644_53511040238.png,https://s.shopee.vn/9UzCAhe3gY,,,True,29,1618799644,53511040238,https://down-vn.img.susercontent.com/file/sg-11134201-823ou-molzufxn474dcd,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/029_029_1618799644_53511040238_tach_nen.png
am_nu_1309722341_50760097696_030,Đầm Cho Bé Đầm Độc Đáo Đầm Đầm Nơ Đầm Siêu Cổ Tích Đầm Ngọt Ngào Đầm Cho Bé Đầm Tuyn Đầm Sling Đầm Nữ Đầm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_030_1309722341_50760097696.png,https://s.shopee.vn/9KflyOeh1X,,,True,30,1309722341,50760097696,https://down-vn.img.susercontent.com/file/sg-11134201-820mf-mnxyc8iv4vls30,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/030_030_1309722341_50760097696_tach_nen.png
am_nu_1309722341_48361536171_031,Đầm Đi Biển Nữ Pháp Bohemian Đầm Đi Biển Đầm Phong Cách Ngày Lễ Đầm Sling Đầm Nữ Đầm Mùa Hè Đầm Gợi Cảm Đầm Dây Đầm Đẹp Đầm Hoa Đi Biển Dài,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_031_1309722341_48361536171.png,https://s.shopee.vn/AUrjMXaFem,,,True,31,1309722341,48361536171,https://down-vn.img.susercontent.com/file/sg-11134201-823q5-moyrch07yia3f9,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/031_031_1309722341_48361536171_tach_nen.png
am_nu_1812796039_45161777203_032,"Xuân Hè Thanh Lịch Họa Tiết Hình Học Mới In Hình Thường Ngày Đi Lại Đa Năng Đầm Xe Tăng Nữ, Đầm Thanh Lịch Nữ, Đầm Kỳ Nghỉ Nữ, Đầm Đi Biển, Đầm Nữ",am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_032_1812796039_45161777203.png,https://s.shopee.vn/AKYJAEaszl,,,True,32,1812796039,45161777203,https://down-vn.img.susercontent.com/file/sg-11134201-823rc-mp4kaf6aiv4da6,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/032_032_1812796039_45161777203_tach_nen.png
am_nu_1812796039_28944982719_033,"Thanh lịch Xuân / Hè Mới Hình Học In Hình Học Thường Ngày Đi Lại Đa Năng Đầm Cami Nữ, Đầm Thanh Lịch Nữ, Đầm Kỳ Nghỉ Nữ, Đầm Đi Biển, Đầm Nữ",am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_033_1812796039_28944982719.png,https://s.shopee.vn/AAEsxvbWKk,,,True,33,1812796039,28944982719,https://down-vn.img.susercontent.com/file/sg-11134201-823ok-mp4kagydhnuoc2,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/033_033_1812796039_28944982719_tach_nen.png
am_nu_1081044101_28165533767_034,Đầm váy nữ trễ vai dáng xòe - Đầm nữ - Váy nữ - Đầm trễ vai - Váy trễ vai - Đầm xòe - Đầm đi chơi - Đầm Tết,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_034_1081044101_28165533767.png,https://s.shopee.vn/9zvSlcc9fj,,,True,34,1081044101,28165533767,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1slxx2qs6gv60,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/034_034_1081044101_28165533767_tach_nen.png
am_nu_1701408929_28044835566_035,ZYHT Váy nữ  Đầm Hàn Quốc Đầm ngày lễ Đầm dạ hội Đầm dự tiệc Đầm sang trọng Đầm thời trang Đầm dự tiệc Đầm cưới 21674,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_035_1701408929_28044835566.png,https://s.shopee.vn/5q5tnxs17w,,,True,35,1701408929,28044835566,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moao1e60pde615,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/035_035_1701408929_28044835566_tach_nen.png
am_nu_1701408929_51210589669_036,ZYHT Váy nữ  Đầm Hàn Quốc Đầm ngày lễ Đầm dạ hội Đầm dự tiệc Đầm sang trọng Đầm thời trang Đầm dự tiệc Đầm cưới 21704,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_036_1701408929_51210589669.png,https://s.shopee.vn/5fmTbeseSv,,,True,36,1701408929,51210589669,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moaoauop6ej3c6,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/036_036_1701408929_51210589669_tach_nen.png
